type,priority,storyPoints,complexityScore,riskLevel,hasBlockingDependencies,dependenciesCount,memberLevel,memberAvgCompletionHours,memberAvgDelayHours,memberCompletedTasksCount,memberAvgReopenRate,memberCurrentWorkload,memberAvgWorkLogHours,memberAvgStoryPoints,actualHours
Bug,Medium,1,1,5,1,3,Expert,17.36,1.67,29,0.407,12,2.64,9.6,4.98
Spike,Medium,1,4,2,0,1,Senior,8.7,1.04,35,0.161,8,8.98,1.15,12.06
Feature,High,2,2,4,0,1,Senior,36.65,0.62,25,0.485,0,26.23,3.5,12.63
Improvement,Medium,1,1,1,1,1,Senior,15.64,0.31,49,0.358,11,23.53,3.93,5.29
Feature,High,8,3,4,1,0,Junior,19.6,5.31,1,0.033,2,11.56,9.32,49.09
Bug,High,3,3,4,0,1,Senior,28.55,1.57,6,0.239,10,22.54,8.66,26.91
Feature,High,3,1,2,0,0,Junior,33.14,1.61,26,0.332,3,23.61,5.14,15.21
Bug,High,3,2,2,0,0,Expert,5.81,0.34,79,0.084,7,20.2,3.86,6.31
Improvement,Medium,13,3,5,0,1,Expert,36.15,0.28,48,0.451,0,32.81,9.5,54.41
Feature,Low,13,2,4,0,0,Expert,37.44,6.65,45,0.377,2,27.98,2.69,53.58
Improvement,High,5,5,4,0,0,Senior,11.85,2.69,92,0.041,13,28.74,5.29,36.83
Improvement,Medium,8,4,3,0,2,Senior,20.9,3.33,84,0.457,13,15.48,4.77,62.32
Spike,High,3,1,3,0,3,Senior,34.6,1.4,25,0.202,1,24.25,9.42,20.23
Feature,Medium,3,4,1,0,1,Senior,20.52,3.97,81,0.226,5,7.23,7.8,27.12
Feature,Critical,5,5,1,0,2,Junior,20.32,2.01,64,0.392,11,11.06,5.17,73.33
Feature,High,5,3,3,0,4,Expert,25.5,2.0,1,0.322,8,18.08,6.46,34.73
Spike,Low,3,2,1,0,1,Junior,31.16,1.33,77,0.219,9,28.75,9.17,21.79
Spike,Medium,3,2,4,0,3,Senior,27.29,4.97,78,0.13,12,12.46,8.48,33.91
Bug,High,21,5,2,0,0,Expert,25.81,0.49,63,0.258,8,15.95,6.54,45.33
Technical Debt,High,8,1,4,0,1,Expert,16.12,2.68,63,0.29,14,33.55,9.24,21.12
Bug,Medium,3,4,3,0,0,Senior,25.94,2.18,99,0.315,9,10.66,4.42,24.54
Bug,High,5,3,5,0,2,Junior,5.92,1.3,87,0.303,4,22.01,7.6,14.66
Feature,Medium,3,1,5,0,2,Junior,17.56,2.61,59,0.309,2,4.42,1.15,16.01
Improvement,Medium,2,5,3,0,0,Junior,9.16,0.55,88,0.238,7,15.0,6.25,20.87
Feature,High,3,5,4,1,1,Expert,22.43,0.87,8,0.281,8,12.22,2.23,40.53
Technical Debt,High,3,2,1,1,2,Junior,11.96,0.11,14,0.144,8,1.44,5.72,20.67
Improvement,High,1,3,1,0,2,Expert,21.23,1.18,36,0.079,10,20.9,3.22,4.82
Improvement,High,8,1,5,0,0,Expert,31.54,1.13,5,0.303,0,12.27,4.43,22.78
Feature,Low,3,2,3,1,2,Expert,18.49,2.59,42,0.023,11,9.56,8.13,15.17
Feature,High,5,3,3,0,0,Junior,10.31,1.96,44,0.033,14,31.35,1.53,24.4
Feature,Medium,1,4,2,0,1,Junior,10.47,3.64,75,0.124,9,8.81,5.84,9.48
Feature,Medium,2,4,5,0,0,Senior,36.44,3.48,90,0.097,4,14.79,2.3,17.0
Feature,Medium,8,2,3,1,0,Expert,31.67,5.5,70,0.187,12,33.28,6.16,59.51
Spike,Medium,5,1,2,0,0,Expert,3.39,3.06,27,0.186,9,3.73,6.7,5.71
Bug,Medium,13,3,1,0,0,Junior,37.82,1.43,51,0.058,11,32.91,2.64,69.7
Feature,Medium,21,4,5,0,1,Senior,6.28,4.4,75,0.123,8,14.27,1.05,47.25
Feature,Low,3,4,5,0,0,Senior,26.81,1.38,34,0.002,10,27.89,1.77,24.53
Bug,Medium,3,1,3,0,2,Junior,22.96,1.87,65,0.175,2,13.1,7.21,10.52
Bug,High,8,2,3,1,4,Senior,3.77,6.56,25,0.398,6,15.13,4.42,12.46
Bug,Medium,21,5,4,0,2,Senior,13.22,1.7,19,0.133,8,15.88,4.36,40.55
Spike,Medium,5,3,1,0,0,Junior,31.48,3.1,88,0.322,13,33.19,7.23,78.81
Bug,High,8,4,1,1,1,Junior,13.66,5.02,61,0.049,12,19.71,5.47,43.1
Spike,High,8,5,2,0,0,Senior,20.25,2.62,84,0.006,1,8.37,6.73,36.13
Technical Debt,High,3,1,2,0,0,Senior,28.52,2.83,0,0.249,1,21.79,9.27,15.03
Feature,Medium,5,2,4,0,2,Junior,4.72,3.02,91,0.231,4,31.24,5.56,8.21
Spike,High,8,3,1,1,0,Junior,33.64,1.11,52,0.096,7,8.29,6.74,78.91
Feature,Medium,5,1,2,0,3,Expert,3.58,1.81,76,0.143,9,12.48,6.76,2.71
Technical Debt,Low,1,2,1,0,0,Expert,11.97,2.92,29,0.015,4,20.43,5.81,3.19
Feature,Medium,3,1,1,0,0,Expert,31.0,2.71,59,0.399,7,34.57,6.98,9.49
Technical Debt,High,2,4,2,0,0,Junior,36.65,2.48,9,0.151,3,16.82,8.51,27.89
Technical Debt,Medium,2,4,3,0,2,Junior,30.89,5.26,21,0.11,8,20.87,8.27,33.64
Technical Debt,Low,13,5,3,0,0,Expert,10.63,1.86,28,0.402,12,5.6,1.52,29.42
Improvement,Low,1,1,2,0,0,Junior,39.46,2.58,68,0.02,3,26.78,9.57,2.81
Feature,High,2,4,4,0,1,Senior,17.71,4.27,7,0.142,4,8.48,8.62,25.14
Feature,High,3,2,5,0,3,Junior,16.31,0.56,52,0.131,11,12.15,9.74,25.61
Bug,Medium,5,5,1,1,1,Junior,34.88,5.48,10,0.131,11,25.13,2.75,63.83
Feature,High,5,3,5,0,0,Expert,4.52,4.07,25,0.006,11,25.23,5.83,7.19
Improvement,Medium,2,1,2,0,0,Expert,23.13,1.41,18,0.467,6,11.84,4.96,7.47
Feature,High,2,4,1,0,2,Expert,38.69,5.59,18,0.432,8,29.91,4.39,18.54
Spike,Medium,2,2,5,0,1,Expert,5.8,0.69,29,0.207,14,28.02,4.66,8.61
Bug,High,5,1,3,0,3,Senior,22.55,0.66,35,0.223,4,21.94,9.13,15.63
Technical Debt,Medium,3,2,4,0,1,Senior,7.03,1.97,41,0.262,13,7.08,7.29,11.6
Feature,High,13,5,5,1,0,Junior,35.82,5.38,55,0.239,6,31.77,3.92,200.0
Technical Debt,Low,3,4,4,1,0,Senior,24.33,4.06,8,0.39,12,18.93,4.41,49.77
Spike,Medium,1,4,3,0,1,Junior,10.91,1.68,6,0.244,12,13.8,5.22,17.35
Bug,Medium,5,5,5,0,0,Expert,13.67,0.24,17,0.094,3,32.53,4.3,26.27
Bug,Medium,3,2,2,0,4,Senior,21.63,4.49,8,0.058,1,34.04,2.89,10.3
Improvement,Low,5,1,1,0,0,Senior,29.56,3.3,5,0.459,1,25.38,4.92,17.52
Feature,High,3,2,3,0,1,Senior,20.52,2.09,69,0.024,4,27.91,1.72,15.58
Bug,Medium,5,1,4,0,0,Junior,9.19,4.07,44,0.449,1,9.39,8.69,12.85
Feature,High,8,5,4,0,0,Senior,28.91,2.13,21,0.345,13,9.8,8.42,108.35
Feature,High,13,3,3,1,1,Expert,6.5,0.68,80,0.202,14,20.35,9.03,24.89
Feature,High,3,1,2,0,1,Senior,32.76,2.52,78,0.094,1,34.43,5.01,10.65
Feature,High,3,4,2,0,0,Senior,17.03,2.05,72,0.155,1,26.27,6.86,26.44
Feature,High,3,4,4,0,0,Junior,26.8,4.04,69,0.265,3,26.36,8.29,45.25
Feature,Medium,13,4,3,0,1,Expert,15.1,0.24,86,0.328,7,9.76,3.83,25.82
Spike,High,13,2,3,0,2,Senior,27.42,0.79,80,0.346,6,15.27,6.7,38.5
Bug,Medium,1,2,1,0,0,Expert,35.79,1.58,95,0.224,4,12.65,4.94,2.5
Spike,High,2,2,4,0,1,Expert,28.65,0.94,31,0.187,6,11.28,4.36,14.26
Bug,High,3,4,2,0,0,Junior,27.51,0.52,66,0.384,5,25.86,8.74,24.94
Feature,Medium,2,1,5,0,1,Expert,30.78,0.57,15,0.463,14,4.4,6.62,8.34
Bug,Medium,3,4,2,1,1,Expert,21.01,4.87,1,0.457,7,6.63,6.61,25.81
Bug,Medium,2,1,2,0,0,Senior,10.37,0.92,66,0.276,13,15.02,2.41,6.29
Feature,High,5,2,5,0,1,Senior,32.99,4.55,40,0.04,14,11.29,4.12,46.3
Bug,Critical,13,3,4,0,0,Expert,26.64,7.56,50,0.037,7,31.71,8.57,44.04
Feature,Medium,21,2,1,0,0,Junior,13.93,0.55,13,0.201,6,7.82,2.92,25.27
Bug,High,3,5,2,0,1,Expert,12.48,0.9,77,0.366,4,9.46,9.73,18.39
Improvement,Critical,5,1,2,0,0,Senior,21.0,1.82,93,0.249,5,7.05,8.49,22.45
Feature,Low,8,3,4,0,2,Expert,9.88,4.49,48,0.314,10,30.18,3.41,16.61
Feature,Medium,2,2,4,0,0,Senior,35.37,0.85,48,0.422,10,7.87,1.97,15.53
Improvement,High,5,3,3,0,2,Senior,31.97,1.56,26,0.02,9,12.97,2.53,42.68
Bug,High,3,4,4,0,0,Expert,13.72,0.2,80,0.462,7,23.76,3.18,22.75
Feature,High,2,1,4,0,0,Senior,3.88,0.97,38,0.165,6,3.64,3.14,4.46
Spike,Medium,3,5,2,0,1,Senior,3.97,9.14,72,0.023,4,28.77,1.15,11.05
Feature,Low,1,4,1,0,0,Senior,13.29,0.62,35,0.418,9,25.01,7.44,5.72
Improvement,Medium,5,3,2,0,4,Senior,7.61,4.83,9,0.467,7,9.88,9.79,18.47
Spike,Medium,3,2,4,0,1,Senior,35.19,1.08,92,0.384,3,14.32,3.58,23.2
Feature,Medium,3,1,3,0,0,Junior,17.99,0.33,3,0.402,12,22.08,1.15,17.78
Feature,High,2,5,1,0,3,Junior,15.23,3.33,84,0.436,5,33.18,9.26,31.84
Feature,Low,8,2,3,0,0,Junior,10.28,1.26,1,0.261,3,22.39,2.86,15.1
Feature,High,3,5,5,0,0,Senior,33.97,4.69,78,0.34,11,9.6,1.06,50.05
Feature,Medium,5,1,3,0,0,Senior,32.11,4.85,27,0.143,4,17.4,3.02,20.19
Improvement,High,5,3,3,0,3,Senior,16.6,2.97,88,0.125,9,16.29,1.94,33.01
Feature,Low,3,5,4,1,1,Junior,8.44,5.37,25,0.304,2,19.11,7.53,39.11
Bug,Medium,2,1,4,1,1,Junior,38.18,0.07,72,0.367,1,18.65,1.01,8.48
Spike,Low,5,5,4,0,1,Senior,14.0,0.02,29,0.199,10,13.38,4.97,33.76
Technical Debt,Critical,2,2,4,0,1,Senior,31.3,0.08,8,0.2,0,30.64,5.43,16.11
Bug,High,2,5,4,1,2,Senior,19.6,0.39,0,0.477,2,12.22,8.06,23.73
Feature,Medium,5,2,3,0,0,Junior,31.7,4.55,55,0.259,12,19.02,5.7,42.3
Bug,Medium,2,2,5,1,0,Senior,20.3,1.54,55,0.493,10,9.87,2.12,17.0
Bug,Critical,3,1,4,0,0,Expert,37.17,3.07,75,0.431,0,15.78,4.84,11.2
Bug,Medium,3,4,5,1,2,Senior,32.42,3.34,60,0.32,13,24.17,9.41,34.67
Feature,Medium,3,5,5,0,1,Junior,11.89,2.54,44,0.005,5,26.77,3.13,40.45
Technical Debt,High,5,3,2,0,1,Junior,18.35,1.54,12,0.148,10,28.41,3.7,42.43
Bug,Critical,5,2,2,0,0,Expert,5.82,2.02,13,0.209,1,26.05,8.86,5.02
Feature,Low,5,4,1,0,0,Senior,36.33,2.15,9,0.326,2,16.87,8.07,31.88
Feature,Medium,5,2,2,0,2,Junior,4.63,4.76,16,0.198,12,2.27,3.66,11.41
Bug,Critical,3,4,4,0,0,Expert,2.69,2.61,16,0.414,7,18.83,7.38,5.2
Technical Debt,Medium,3,4,5,1,1,Junior,20.86,1.29,30,0.331,4,2.88,1.77,53.5
Improvement,Low,3,3,1,0,0,Senior,24.92,3.07,45,0.174,11,33.86,5.89,14.99
Improvement,High,3,4,2,0,1,Junior,10.48,3.06,48,0.392,1,13.85,8.84,25.77
Feature,High,21,3,3,0,1,Junior,23.68,1.7,89,0.152,1,18.12,8.58,47.93
Bug,Medium,8,1,1,1,2,Senior,36.03,1.83,98,0.031,2,5.4,2.83,28.31
Bug,Critical,2,2,4,0,0,Junior,25.79,3.26,99,0.086,2,34.85,5.8,14.45
Feature,High,1,3,5,0,1,Junior,19.32,3.15,74,0.001,7,17.73,4.59,10.46
Feature,Low,1,2,4,0,0,Expert,7.49,0.11,79,0.416,4,11.14,6.05,3.58
Improvement,Critical,2,5,4,1,3,Junior,8.42,1.65,92,0.314,7,7.56,1.68,33.89
Feature,Medium,2,1,3,0,1,Senior,20.41,0.42,17,0.285,3,23.1,9.83,8.3
Bug,Medium,5,5,3,0,0,Junior,19.6,1.64,74,0.331,8,15.83,6.07,51.22
Feature,High,8,5,5,1,1,Expert,21.85,1.49,10,0.327,2,11.79,2.07,68.63
Feature,Medium,5,4,2,0,1,Expert,21.3,0.35,72,0.283,1,1.33,6.78,24.62
Feature,Low,2,4,4,1,2,Junior,14.97,3.32,88,0.421,5,2.24,1.07,26.23
Spike,Low,3,5,2,0,0,Senior,28.44,5.64,54,0.22,10,24.58,1.06,41.02
Technical Debt,Medium,5,4,5,0,0,Senior,10.06,1.29,95,0.402,14,17.34,2.61,29.17
Spike,High,8,2,4,0,3,Junior,34.39,4.72,97,0.393,3,29.86,3.44,78.77
Bug,High,8,4,2,0,3,Senior,9.39,3.7,2,0.1,1,26.62,3.37,18.71
Feature,Critical,13,5,4,0,0,Expert,17.8,3.06,77,0.227,13,20.5,4.99,51.71
Bug,Medium,5,4,3,0,0,Junior,10.01,0.6,88,0.417,5,20.07,5.62,30.49
Bug,Medium,5,4,3,0,0,Expert,25.5,0.44,15,0.415,3,26.34,4.8,28.0
Technical Debt,Medium,2,3,1,1,0,Junior,20.15,5.38,99,0.012,9,26.2,4.36,31.31
Feature,Medium,5,3,5,0,0,Senior,16.22,5.82,8,0.112,10,12.37,7.03,47.82
Bug,Medium,2,5,2,0,0,Junior,20.06,1.33,67,0.212,3,4.58,3.24,14.73
Feature,High,3,2,4,0,2,Senior,18.01,7.71,44,0.024,12,27.24,6.65,26.84
Feature,Critical,5,1,1,0,0,Junior,34.5,2.45,1,0.13,9,8.59,9.61,27.9
Improvement,Critical,3,1,5,0,1,Junior,6.72,8.62,88,0.129,3,27.9,5.25,11.24
Bug,Medium,1,5,5,1,1,Senior,32.14,2.97,21,0.107,3,22.02,5.6,10.86
Feature,High,1,2,5,0,1,Junior,26.9,0.53,68,0.198,7,13.17,7.55,9.13
Feature,Medium,1,2,2,1,1,Senior,15.24,5.44,48,0.407,0,29.98,5.57,7.76
Bug,Low,1,2,3,0,1,Junior,36.93,0.46,20,0.122,8,24.5,2.3,3.73
Improvement,High,2,3,1,1,2,Junior,8.72,3.53,73,0.291,13,19.53,6.5,28.35
Technical Debt,High,2,5,2,0,2,Senior,13.79,6.57,86,0.279,2,11.23,5.58,27.94
Spike,Medium,2,1,4,0,0,Junior,16.24,1.1,90,0.409,4,34.53,9.56,13.88
Improvement,Medium,21,2,2,0,0,Senior,26.62,2.1,93,0.197,4,29.51,1.84,35.25
Feature,Medium,3,5,4,0,2,Senior,37.96,0.13,54,0.112,3,5.64,5.83,26.02
Improvement,High,2,1,4,0,1,Expert,24.55,3.17,3,0.446,3,28.41,6.55,8.46
Bug,Medium,5,3,5,0,3,Junior,34.54,0.63,57,0.416,6,5.09,6.58,33.53
Feature,Critical,8,4,2,0,0,Senior,36.39,0.22,69,0.311,13,9.42,1.54,91.6
Technical Debt,Low,5,1,3,0,0,Senior,19.73,4.21,58,0.047,3,33.56,3.95,21.92
Feature,Medium,3,1,4,1,0,Junior,19.95,1.89,25,0.008,9,30.58,3.36,19.12
Spike,Medium,5,1,5,0,0,Senior,11.5,5.43,73,0.091,2,21.6,7.12,12.3
Bug,Medium,5,4,3,0,1,Senior,24.86,2.77,68,0.098,10,24.77,7.62,38.32
Bug,Medium,5,2,2,0,2,Junior,6.56,3.77,38,0.068,8,4.05,2.88,10.1
Improvement,High,5,4,3,1,1,Expert,26.1,1.28,0,0.131,13,12.3,8.43,51.09
Technical Debt,High,8,1,2,0,0,Senior,35.93,5.2,56,0.169,3,11.96,5.37,36.58
Bug,Critical,8,3,4,0,1,Junior,30.91,0.0,97,0.377,3,2.11,3.37,61.4
Bug,High,5,1,1,0,1,Junior,26.67,0.2,47,0.355,9,24.94,3.7,22.79
Feature,High,3,3,1,0,1,Senior,33.86,2.34,71,0.052,11,11.46,3.37,20.63
Bug,High,5,5,4,1,1,Junior,29.73,2.67,20,0.489,7,22.53,6.44,96.28
Feature,High,8,3,3,0,1,Junior,22.13,1.42,30,0.376,11,1.93,5.74,57.77
Improvement,Medium,1,1,2,1,0,Junior,21.8,3.09,57,0.082,10,1.06,9.45,6.33
Bug,Medium,21,4,1,0,1,Junior,6.07,1.7,46,0.062,6,6.78,3.46,27.79
Improvement,Medium,2,1,2,0,1,Senior,18.51,0.46,22,0.044,3,24.9,3.87,7.03
Feature,Medium,3,1,4,0,0,Junior,21.85,0.56,74,0.366,13,21.54,1.06,19.08
Feature,Medium,8,5,3,0,0,Junior,19.86,4.51,79,0.118,7,7.83,3.69,60.69
Improvement,Critical,2,2,2,1,0,Junior,31.49,4.51,90,0.036,9,18.79,3.26,25.53
Feature,Medium,3,1,3,1,0,Senior,8.12,2.81,6,0.211,1,22.05,4.62,10.68
Feature,Low,2,5,1,0,2,Senior,32.21,5.51,48,0.354,12,32.92,5.46,22.29
Feature,Medium,3,4,2,0,0,Senior,30.18,1.38,87,0.152,12,26.92,7.03,26.76
Spike,Low,2,5,5,0,0,Expert,36.23,10.96,95,0.241,8,5.62,2.73,22.28
Improvement,Low,3,5,1,1,0,Junior,16.19,0.46,98,0.096,1,10.19,6.01,21.64
Feature,Medium,3,3,3,0,0,Junior,8.71,0.59,30,0.215,13,14.72,7.56,21.59
Feature,Medium,21,2,4,1,1,Senior,30.83,0.67,46,0.179,9,4.58,3.17,70.0
Feature,Medium,21,2,5,0,1,Junior,24.36,0.33,92,0.217,13,19.88,4.16,46.95
Improvement,High,2,4,2,0,0,Junior,29.07,2.88,67,0.233,13,31.84,2.85,28.34
Improvement,High,5,5,1,0,3,Junior,39.88,0.1,34,0.046,2,11.42,2.0,45.68
Feature,Medium,1,4,2,0,0,Senior,9.39,1.47,74,0.047,12,34.48,7.81,7.94
Feature,Medium,1,4,2,0,1,Senior,17.62,3.77,33,0.13,5,9.48,3.16,7.06
Feature,Medium,2,2,5,1,2,Expert,9.32,0.53,57,0.058,6,17.06,4.31,12.32
Improvement,High,13,2,5,1,1,Senior,34.7,0.94,14,0.126,8,12.66,3.23,79.96
Improvement,Low,13,2,5,0,3,Senior,2.65,0.09,77,0.012,7,11.48,1.39,12.78
Feature,Low,2,1,5,0,2,Senior,7.14,7.67,84,0.175,10,13.85,7.56,8.86
Feature,High,2,5,4,1,3,Junior,11.42,2.95,70,0.107,5,2.1,6.79,38.38
Feature,Medium,2,4,3,0,0,Junior,31.31,0.61,80,0.446,14,19.09,5.29,21.37
Spike,Low,5,5,5,0,1,Expert,25.88,3.13,41,0.429,14,26.21,7.07,64.57
Feature,Medium,5,4,1,0,2,Junior,16.77,3.47,17,0.15,7,30.37,8.62,45.06
Improvement,Critical,2,4,2,0,3,Junior,8.03,0.98,77,0.238,10,12.03,6.57,19.96
Bug,High,8,4,5,0,3,Junior,14.22,0.23,37,0.478,12,19.71,9.16,46.28
Feature,High,3,4,1,0,2,Junior,30.25,1.93,63,0.262,10,31.36,2.81,35.71
Feature,Medium,13,3,4,0,1,Junior,16.51,5.12,28,0.424,4,28.2,8.95,48.62
Feature,Medium,5,3,1,1,0,Senior,19.58,0.52,9,0.413,9,16.78,5.87,45.43
Bug,Critical,3,1,1,0,0,Junior,25.13,0.43,16,0.471,9,6.6,8.57,14.39
Improvement,Critical,8,2,4,0,0,Junior,36.69,4.34,31,0.153,12,19.98,7.69,97.44
Bug,Medium,8,4,4,0,0,Expert,11.5,1.1,60,0.022,13,34.65,1.52,19.82
Bug,High,3,5,2,0,0,Senior,19.02,8.38,83,0.052,11,26.76,8.54,37.28
Feature,Medium,3,3,5,0,0,Senior,13.79,0.58,80,0.286,11,29.83,4.04,26.04
Spike,Medium,13,2,1,0,0,Senior,19.72,0.11,45,0.265,8,7.42,4.81,22.52
Improvement,High,2,1,3,1,3,Junior,28.47,1.11,70,0.149,3,31.73,1.1,12.03
Feature,Medium,1,2,3,1,0,Senior,20.32,1.49,55,0.124,0,1.48,7.83,5.74
Spike,Critical,3,4,2,0,0,Senior,33.71,2.22,60,0.355,14,30.32,5.2,74.59
Bug,Low,8,2,3,0,1,Senior,23.02,3.13,43,0.17,12,9.13,9.46,38.53
Bug,Medium,8,4,2,0,2,Senior,16.66,0.15,93,0.302,13,22.17,3.53,45.42
Improvement,Critical,13,3,5,0,0,Senior,31.73,1.13,37,0.356,7,10.96,5.46,70.1
Technical Debt,Critical,5,3,2,0,0,Senior,18.39,1.63,49,0.215,4,5.6,4.7,32.06
Improvement,Medium,2,4,4,0,0,Senior,21.59,4.88,73,0.097,12,9.4,8.13,22.52
Feature,Medium,5,5,4,1,0,Senior,39.8,0.82,31,0.43,8,17.08,5.82,64.47
Feature,High,8,3,4,0,0,Senior,31.88,1.53,89,0.047,2,32.27,5.14,46.61
Spike,Medium,1,5,4,1,1,Senior,34.5,2.3,52,0.415,8,14.23,9.52,22.42
Feature,Critical,2,4,4,0,2,Junior,24.53,2.23,47,0.418,7,2.9,4.4,31.91
Feature,Critical,1,4,4,0,1,Senior,15.23,1.22,80,0.285,13,1.81,5.41,15.77
Bug,Medium,5,3,4,0,0,Expert,39.67,4.07,0,0.315,14,8.14,5.99,33.93
Bug,Low,8,5,4,0,0,Junior,11.27,1.08,89,0.179,5,2.77,1.48,33.88
Bug,Low,5,4,4,0,0,Expert,35.17,0.48,29,0.421,14,13.62,5.74,26.2
Spike,Critical,21,3,5,0,0,Senior,36.63,0.77,8,0.132,10,14.06,4.02,70.82
Feature,Medium,1,4,4,0,1,Senior,33.07,0.98,32,0.28,9,34.05,6.85,8.26
Feature,Medium,13,2,2,1,3,Expert,6.34,1.35,25,0.001,9,11.41,6.79,13.29
Feature,Medium,8,2,5,0,0,Senior,34.46,3.98,41,0.47,10,21.36,7.4,65.58
Technical Debt,High,3,3,3,1,3,Expert,27.22,1.35,73,0.474,7,28.84,4.59,36.47
Bug,Low,21,4,1,0,3,Junior,27.87,3.76,41,0.355,7,18.44,1.94,85.62
Feature,Medium,3,3,5,0,0,Junior,31.89,0.0,95,0.212,6,24.68,4.95,26.99
Technical Debt,Critical,8,1,4,1,0,Senior,20.64,1.87,38,0.089,13,34.13,5.97,38.86
Technical Debt,Critical,8,3,5,1,0,Expert,12.15,0.99,60,0.246,6,12.02,1.22,22.59
Technical Debt,High,8,3,1,1,1,Expert,23.85,3.87,46,0.396,2,3.52,5.93,35.07
Spike,Low,5,2,1,0,0,Junior,6.13,2.11,41,0.303,6,15.63,4.59,8.86
Feature,Medium,2,2,4,0,0,Junior,27.64,7.02,47,0.264,11,19.38,5.31,20.93
Improvement,High,5,4,4,0,3,Expert,20.35,1.42,51,0.425,2,20.72,3.73,35.44
Bug,Medium,3,3,2,0,0,Senior,21.09,4.09,32,0.157,10,26.11,5.43,17.12
Technical Debt,Critical,8,3,1,0,0,Senior,9.06,2.11,26,0.43,12,31.53,8.94,26.06
Improvement,High,8,4,4,0,2,Expert,3.57,3.47,42,0.22,8,18.01,8.09,14.91
Improvement,Low,13,5,1,0,2,Junior,25.23,3.38,28,0.001,10,5.88,6.54,69.64
Improvement,Critical,1,4,2,0,0,Junior,27.04,2.98,18,0.366,4,14.72,6.64,15.9
Feature,Critical,8,2,3,0,0,Expert,20.94,2.51,81,0.439,10,6.28,9.06,26.8
Bug,Low,13,2,1,0,1,Junior,31.1,2.1,98,0.242,7,7.2,5.32,51.85
Spike,Medium,8,3,2,0,2,Junior,23.42,4.95,27,0.227,11,1.06,5.85,67.44
Spike,Medium,2,2,2,0,4,Junior,34.23,2.14,9,0.403,2,32.61,8.74,20.83
Feature,Medium,1,4,2,0,0,Junior,12.95,3.56,66,0.442,2,26.34,7.79,10.95
Feature,Medium,1,3,5,0,1,Junior,11.24,3.18,92,0.487,12,4.41,4.9,12.05
Feature,High,5,4,4,1,0,Senior,11.92,2.42,15,0.173,2,32.28,3.75,31.26
Improvement,Critical,5,4,1,1,3,Expert,3.16,2.63,99,0.297,12,30.59,5.66,11.17
Technical Debt,Medium,21,3,5,0,0,Junior,36.22,4.28,0,0.411,14,31.94,2.09,118.64
Feature,Low,3,5,1,0,0,Senior,39.97,1.93,81,0.266,7,4.31,7.12,23.23
Bug,High,3,2,5,0,0,Junior,33.03,0.7,3,0.231,8,3.72,5.18,20.28
Technical Debt,Medium,5,1,4,1,0,Junior,17.68,1.99,68,0.286,12,3.3,6.35,38.21
Improvement,High,8,1,2,0,0,Senior,15.45,2.0,84,0.178,13,33.88,8.62,20.12
Bug,Medium,13,1,1,1,0,Expert,31.44,5.82,3,0.096,6,23.46,4.21,36.05
Bug,Medium,8,2,2,0,0,Expert,21.38,3.07,19,0.033,0,7.05,5.47,20.57
Bug,Medium,3,5,4,0,0,Junior,37.7,5.12,62,0.305,5,32.59,6.0,30.02
Feature,High,5,4,1,1,2,Junior,12.62,0.16,82,0.19,2,16.07,3.52,31.77
Bug,Medium,8,3,3,0,0,Expert,14.31,1.53,34,0.441,0,27.71,3.47,21.16
Improvement,High,3,5,3,1,2,Junior,39.96,1.96,44,0.111,9,22.63,5.74,53.93
Technical Debt,Medium,2,1,3,0,1,Senior,39.17,3.54,56,0.155,13,23.09,3.31,12.33
Bug,Medium,2,2,4,0,0,Junior,35.64,3.6,23,0.485,1,15.95,8.75,10.41
Improvement,Medium,1,2,3,0,0,Senior,17.38,5.51,19,0.278,12,14.43,9.95,8.84
Feature,Critical,5,3,1,0,2,Senior,33.83,1.7,27,0.173,11,6.51,2.9,40.21
Bug,Critical,2,4,3,0,0,Senior,12.77,4.92,37,0.43,2,3.41,6.18,23.18
Feature,Medium,2,5,1,1,0,Expert,11.68,4.17,23,0.372,6,32.55,2.31,18.82
Feature,Medium,3,5,4,0,0,Junior,22.76,5.41,83,0.287,5,32.85,2.67,40.06
Improvement,Low,5,5,2,0,0,Junior,34.69,2.0,23,0.445,14,22.8,7.89,52.16
Spike,Medium,3,4,5,0,0,Senior,5.7,2.47,69,0.047,1,14.19,2.8,10.95
Feature,Medium,5,4,3,1,4,Junior,23.48,0.35,24,0.197,11,1.85,7.74,67.69
Bug,Critical,1,4,5,1,2,Junior,25.17,1.03,95,0.405,4,16.22,4.64,18.07
Technical Debt,Critical,2,3,2,1,2,Junior,24.03,1.64,80,0.193,0,23.41,5.32,29.31
Feature,Medium,3,2,4,0,0,Junior,10.3,0.54,80,0.463,2,11.21,3.33,19.57
Bug,Medium,3,1,4,1,3,Expert,4.44,0.01,68,0.076,13,12.64,5.94,4.95
Improvement,High,3,4,2,1,1,Senior,36.01,0.55,16,0.168,0,17.06,3.98,32.42
Bug,High,1,2,5,1,2,Senior,23.83,0.1,57,0.213,2,17.83,2.57,7.38
Feature,Low,8,4,3,0,1,Senior,31.18,6.08,72,0.343,1,26.26,2.25,52.54
Feature,Medium,5,1,1,1,0,Senior,15.85,0.56,19,0.098,3,17.99,10.0,18.36
Improvement,Medium,2,4,4,0,2,Senior,3.62,1.73,1,0.005,4,29.74,4.11,7.87
